job_title,gender,age,perf_eval,edu,dept,seniority,base_pay,bonus,age_bin,total_pay,base_pay_log,bonus_log,total_pay_log,mod_1_fitted,mod_2_fitted,mod_3_fitted
Sales Associate,Male,28,3,College,Management,3,85986,8160,"[18,29.8]",94146,11.361939771286126,9.006999447958153,11.452602047787122,104926.9308158311,92594.25963821198,92091.88233456369
Financial Analyst,Male,32,4,Masters,Sales,3,78132,8035,"(29.8,41.5]",86167,11.266154983024862,8.991562278171614,11.364042552726982,104926.9308158311,96392.56326680272,96029.57662433998
Manager,Male,57,4,Masters,Operations,3,135073,6898,"(53.2,65]",141971,11.813570652013716,8.838986793496787,11.863378090374448,104926.9308158311,120131.96094549494,120640.16593544184
Driver,Female,52,4,High School,Operations,1,78751,6258,"(41.5,53.2]",85009,11.274046255019954,8.741615924228828,11.350512412220255,96468.684640002175,106085.06526687712,105542.29394199306
Software Engineer,Male,64,5,High School,Sales,2,118231,7440,"(53.2,65]",125671,11.680395616911554,8.914626127827137,11.741422659926142,104926.9308158311,126778.99229552875,127531.13094255036
Data Scientist,Male,58,5,High School,Operations,1,86651,7250,"(53.2,65]",93901,11.36964383575806,8.88875674784872,11.44999631476691,104926.9308158311,121081.53685264262,121624.58950788592
IT,Female,36,3,PhD,Management,3,75518,6711,"(29.8,41.5]",82229,11.232126317417853,8.811503250158239,11.317263316879199,96468.684640002175,90891.8507525141,91138.05047371327
Data Scientist,Male,44,3,Masters,Management,3,114693,6832,"(41.5,53.2]",121525,11.650014272484425,8.829372735468406,11.707875281913656,104926.9308158311,107787.47415257499,107842.65949366888
Financial Analyst,Male,39,3,Masters,Engineering,4,116875,5479,"(29.8,41.5]",122354,11.668860266590988,8.608677881538416,11.714673761429994,104926.9308158311,103039.59461683655,102920.5416314485
IT,Male,23,4,PhD,Administration,1,64468,8113,"[18,29.8]",72581,11.07392425564261,9.001222992395064,11.192458458572395,104926.9308158311,87846.38010247353,87169.76447234332
Marketing Associate,Male,40,2,PhD,Sales,5,116834,5516,"(29.8,41.5]",122350,11.668509402906487,8.615408238913192,11.714641068870817,104926.9308158311,103989.17052398423,103904.96520389259
Marketing Associate,Female,18,2,Masters,Management,5,75294,6496,"[18,29.8]",81790,11.229155729338363,8.778941881841513,11.31191026572902,96468.684640002175,73799.48442385571,74933.27657189852
Graphic Designer,Female,63,3,College,Management,5,127608,6558,"(53.2,65]",134166,11.756718343852285,8.788440957404594,11.8068331182162,96468.684640002175,116530.40024550169,115445.21132643541
Financial Analyst,Female,43,3,College,Sales,5,116069,6432,"(41.5,53.2]",122501,11.661940120834903,8.769040810858803,11.715874472198905,96468.684640002175,97538.88210254791,97439.90699108569
Driver,Female,50,3,High School,Engineering,2,86122,6295,"(41.5,53.2]",92417,11.363520174617836,8.747510946478448,11.434066223391019,96468.684640002175,104185.91345258174,103741.7635084581
Warehouse Associate,Male,23,2,College,Management,4,81988,7160,"[18,29.8]",89148,11.314328174074019,8.87626525995469,11.398053188939807,104926.9308158311,87846.38010247353,87169.76447234332
Warehouse Associate,Female,22,2,Masters,Sales,2,68300,5953,"[18,29.8]",74253,11.131665045558881,8.69165057315339,11.215233459889129,96468.684640002175,77597.78805244647,78534.33743896848
Manager,Male,60,4,College,Sales,2,148178,6777,"(53.2,65]",154955,11.906169532781437,8.821289805136113,11.95089003116898,104926.9308158311,122980.68866693799,123593.43665277406
Financial Analyst,Female,50,3,PhD,Operations,2,94590,5327,"(41.5,53.2]",99917,11.457307041207216,8.580543506917,11.512095120329514,96468.684640002175,104185.91345258174,103741.7635084581
Sales Associate,Female,33,2,College,Engineering,4,87418,6430,"(29.8,41.5]",93848,11.378456490095658,8.768729817231666,11.449431731185557,96468.684640002175,88043.12303107104,88437.25482341083
Warehouse Associate,Male,25,3,College,Administration,1,68384,7443,"[18,29.8]",75827,11.132894158118875,8.915029272359911,11.23620970873382,104926.9308158311,89745.5319167689,89138.61161723147
Manager,Male,48,3,PhD,Operations,1,106056,4161,"(41.5,53.2]",110217,11.571722535478685,8.333510708982942,11.610206428776111,104926.9308158311,111585.77778116573,111780.35378344517
Software Engineer,Male,35,2,Masters,Management,3,110886,6228,"(29.8,41.5]",117114,11.61625792551381,8.73681053295389,11.670903098374666,104926.9308158311,99241.29098824579,98982.8473416722
Graphic Designer,Female,37,2,Masters,Management,3,104082,5477,"(29.8,41.5]",109559,11.552934328989464,8.608312784783722,11.604218495916593,96468.684640002175,91841.4266596618,92038.31569048077
IT,Female,43,3,Masters,Management,4,94354,7052,"(41.5,53.2]",101406,11.454808945234552,8.861066543517762,11.526887539986284,96468.684640002175,97538.88210254791,97439.90699108569
Warehouse Associate,Male,53,3,PhD,Engineering,5,128669,6866,"(41.5,53.2]",135535,11.764998494329452,8.834336974017637,11.81698518853055,104926.9308158311,116333.65731690418,116702.47164566554
Financial Analyst,Male,40,3,PhD,Sales,3,88725,6243,"(29.8,41.5]",94968,11.393296977514698,8.739216115061744,11.46129527173337,104926.9308158311,103989.17052398423,103904.96520389259
Manager,Male,56,3,Masters,Engineering,4,149771,5495,"(53.2,65]",155266,11.916862739868737,8.611593866837723,11.952895054066772,104926.9308158311,119182.38503834725,119655.74236299776
Financial Analyst,Male,45,4,Masters,Management,2,98535,8001,"(41.5,53.2]",106536,11.498167093994683,8.987321812850125,11.57623823518198,104926.9308158311,108737.05005972268,108827.08306611294
Data Scientist,Female,57,4,PhD,Sales,1,90713,6552,"(53.2,65]",97265,11.415455955490728,8.787525625532906,11.485194491231917,96468.684640002175,110832.94480261556,110043.6200258305
IT,Male,33,3,College,Management,3,88749,7433,"(29.8,41.5]",96182,11.393567439668548,8.913684824725294,11.473997508959393,104926.9308158311,97342.13917395042,97014.00019678407
Graphic Designer,Male,49,3,Masters,Operations,5,126100,6336,"(41.5,53.2]",132436,11.744830521953011,8.754002933494261,11.793854788849298,104926.9308158311,112535.35368831342,112764.77735588924
Manager,Male,23,3,College,Sales,3,110594,6753,"[18,29.8]",117347,11.613621117050892,8.817742129574842,11.6728906364019,104926.9308158311,87846.38010247353,87169.76447234332
Manager,Male,60,4,College,Management,3,157644,7213,"(53.2,65]",164857,11.968094605257509,8.883640232503673,12.012833710443367,104926.9308158311,122980.68866693799,123593.43665277406
Manager,Female,41,3,PhD,Management,1,113009,6812,"(29.8,41.5]",119821,11.635222740540602,8.826441041782578,11.693754241455201,96468.684640002175,95639.73028825255,95639.37655755071
Financial Analyst,Male,20,2,PhD,Engineering,4,105601,5943,"[18,29.8]",111544,11.567423119906431,8.68996933536666,11.622174410874857,104926.9308158311,84997.65238103046,84216.49375501109
Financial Analyst,Male,56,4,High School,Engineering,3,100769,6453,"(53.2,65]",107222,11.52058604763684,8.77230041793584,11.582656730443896,104926.9308158311,119182.38503834725,119655.74236299776
Warehouse Associate,Male,38,3,High School,Administration,2,82244,6020,"(29.8,41.5]",88264,11.317445717638492,8.702842538302868,11.388087602440143,104926.9308158311,102090.01870968885,101936.11805900442
Marketing Associate,Female,55,4,High School,Administration,2,72030,5569,"(53.2,65]",77599,11.184837977883408,8.624970783589669,11.259309819490339,96468.684640002175,108933.79298832017,108243.08959229552
Driver,Female,20,1,College,Management,3,66203,5627,"[18,29.8]",71830,11.100481058118849,8.635331719433278,11.182057495068847,96468.684640002175,75698.63623815108,76733.8070054335
Driver,Female,34,2,High School,Management,3,67210,5662,"(29.8,41.5]",72872,11.115577324964011,8.641532465671846,11.196459756424646,96468.684640002175,88992.69893821873,89337.52004017831
Manager,Female,32,2,PhD,Management,2,115383,5878,"(29.8,41.5]",121261,11.656012308512901,8.678971846978863,11.705700526334255,96468.684640002175,87093.54712392334,87536.98960664333
Graphic Designer,Female,49,3,PhD,Engineering,4,120697,7205,"(41.5,53.2]",127902,11.701038551764304,8.882530508433623,11.75901962466125,96468.684640002175,103236.33754543404,102841.4982916906
Graphic Designer,Male,29,3,PhD,Operations,2,70311,6235,"[18,29.8]",76546,11.160683537819985,8.737933858114136,11.245647146291441,104926.9308158311,93543.83554535966,93076.30590700776
Data Scientist,Female,49,3,College,Engineering,4,125770,7301,"(41.5,53.2]",133071,11.742210121041202,8.895766604056085,11.798638099351365,96468.684640002175,103236.33754543404,102841.4982916906
Warehouse Associate,Male,33,1,College,Engineering,5,100465,5520,"(29.8,41.5]",105985,11.517564687118654,8.616133139271142,11.571052853646837,104926.9308158311,97342.13917395042,97014.00019678407
Software Engineer,Male,30,2,College,Administration,4,83264,6251,"(29.8,41.5]",89515,11.329771561872176,8.740496729931813,11.402161487985373,104926.9308158311,94493.41145250735,94060.72947945184
Warehouse Associate,Male,61,3,PhD,Engineering,4,126375,6630,"(53.2,65]",133005,11.747008956322773,8.799360083179907,11.798142000482217,104926.9308158311,123930.26457408568,124577.86022521814
Driver,Male,25,3,College,Engineering,1,43076,5829,"[18,29.8]",48905,10.670721276448772,8.67060073804555,10.797634919724594,104926.9308158311,89745.5319167689,89138.61161723147
Data Scientist,Female,37,2,College,Sales,5,97846,7198,"(29.8,41.5]",105044,11.491150093092388,8.881558488638976,11.562134588982776,96468.684640002175,91841.4266596618,92038.31569048077
Sales Associate,Female,24,2,Masters,Management,3,76522,6900,"[18,29.8]",83422,11.245333560170282,8.83927669058535,11.331667342529471,96468.684640002175,79496.93986674184,80334.86787250344
Driver,Male,42,3,PhD,Operations,4,111726,5989,"(41.5,53.2]",117715,11.623804724309817,8.697679732264463,11.67602172777905,104926.9308158311,105888.3223382796,105873.81234878072
Sales Associate,Male,55,4,College,Administration,3,112188,6689,"(53.2,65]",118877,11.627931314479316,8.808219665118408,11.685844624101536,104926.9308158311,118232.80913119955,118671.31879055369
Data Scientist,Male,35,2,College,Operations,5,98959,6572,"(29.8,41.5]",105531,11.502460901922346,8.790573479157159,11.566760027598633,104926.9308158311,99241.29098824579,98982.8473416722
Sales Associate,Female,35,2,College,Management,4,87131,6356,"(29.8,41.5]",93487,11.37516801226265,8.757154527656606,11.445577668177023,96468.684640002175,89942.27484536642,90237.78525694579
IT,Male,40,3,College,Administration,3,77881,5569,"(29.8,41.5]",83450,11.262937299670778,8.624970783589669,11.332002929089981,104926.9308158311,103989.17052398423,103904.96520389259
IT,Male,36,3,Masters,Engineering,2,65225,6462,"(29.8,41.5]",71687,11.085598110004929,8.773694146384443,11.180064699130751,104926.9308158311,100190.86689539347,99967.27091411628
Driver,Male,30,4,Masters,Operations,1,78472,8439,"(29.8,41.5]",86911,11.270497152244152,9.040619097157967,11.372639885521103,104926.9308158311,94493.41145250735,94060.72947945184
Financial Analyst,Male,58,4,College,Operations,4,126269,6490,"(53.2,65]",132759,11.746169830863867,8.778017809698136,11.796290733416269,104926.9308158311,121081.53685264262,121624.58950788592
Warehouse Associate,Male,61,3,High School,Management,3,106233,5792,"(53.2,65]",112025,11.573390073985298,8.664232934065552,11.626477339654343,104926.9308158311,123930.26457408568,124577.86022521814
IT,Female,37,3,High School,Sales,2,56656,5914,"(29.8,41.5]",62570,10.944753174351685,8.685077700412423,11.04404120899241,96468.684640002175,91841.4266596618,92038.31569048077
IT,Female,42,3,High School,Engineering,2,70157,6016,"(41.5,53.2]",76173,11.158490866724785,8.702177865629675,11.240762348176117,96468.684640002175,96589.30619540023,96539.6417743182
Data Scientist,Female,41,2,PhD,Engineering,2,98366,6398,"(29.8,41.5]",104764,11.496450494876349,8.763740720509464,11.559465480405123,96468.684640002175,95639.73028825255,95639.37655755071
Manager,Male,59,4,College,Engineering,2,127013,6124,"(53.2,65]",133137,11.752044722406799,8.719970756777574,11.799133952228456,104926.9308158311,122031.1127597903,122609.01308032998
Software Engineer,Male,53,3,High School,Management,3,106146,6618,"(41.5,53.2]",112764,11.57257078389667,8.797548488481558,11.633052418171065,104926.9308158311,116333.65731690418,116702.47164566554
Manager,Male,22,2,Masters,Operations,4,90736,6219,"[18,29.8]",96955,11.415709470253809,8.735364401103888,11.482002232316718,104926.9308158311,86896.80419532585,86185.34089989925
Graphic Designer,Male,44,3,PhD,Sales,1,66611,5924,"(41.5,53.2]",72535,11.106625008055381,8.68676717538769,11.191824482973002,104926.9308158311,107787.47415257499,107842.65949366888
Manager,Male,57,3,PhD,Operations,5,150914,5982,"(53.2,65]",156896,11.924465417125745,8.696510239189893,11.96333844445096,104926.9308158311,120131.96094549494,120640.16593544184
Graphic Designer,Male,30,2,Masters,Management,4,70559,6497,"(29.8,41.5]",77056,11.164204518244643,8.77909581088053,11.252287709228439,104926.9308158311,94493.41145250735,94060.72947945184
Data Scientist,Female,33,3,College,Sales,1,73798,6224,"(29.8,41.5]",80022,11.209086909950342,8.736168065858228,11.29005687585045,96468.684640002175,88043.12303107104,88437.25482341083
Graphic Designer,Male,22,2,High School,Sales,3,69734,5383,"[18,29.8]",75117,11.152443282688543,8.591001118560957,11.22680217698244,104926.9308158311,86896.80419532585,86185.34089989925
Marketing Associate,Female,52,3,High School,Sales,3,94763,5668,"(41.5,53.2]",100431,11.459134316699407,8.64259160081057,11.51722620352192,96468.684640002175,106085.06526687712,105542.29394199306
Financial Analyst,Female,23,2,College,Administration,5,101534,6861,"[18,29.8]",108395,11.528148996741715,8.833608482690892,11.593537241462617,96468.684640002175,78547.36395959416,79434.60265573596
Graphic Designer,Male,23,1,PhD,Management,5,91504,5136,"[18,29.8]",96640,11.424137966155097,8.544029845369797,11.478748013168643,104926.9308158311,87846.38010247353,87169.76447234332
Sales Associate,Female,19,1,College,Management,4,90426,5020,"[18,29.8]",95446,11.41228711564773,8.521185212685776,11.466315921518316,96468.684640002175,74749.0603310034,75833.54178866601
Manager,Male,20,2,Masters,Operations,3,100183,6363,"[18,29.8]",106546,11.514753792560258,8.758255243232792,11.576332095761545,104926.9308158311,84997.65238103046,84216.49375501109
IT,Female,62,4,College,Operations,2,99369,6746,"(53.2,65]",106115,11.506595472775356,8.816705015621595,11.57227869066974,96468.684640002175,115580.824338354,114544.94610966794
Graphic Designer,Female,40,3,College,Operations,1,55845,6616,"(29.8,41.5]",62461,10.930335274974928,8.797246236703527,11.042297640955464,96468.684640002175,94690.15438110486,94739.11134078323
Financial Analyst,Female,26,3,College,Administration,2,48570,6604,"[18,29.8]",55174,10.790761335339791,8.795430805040018,10.918247106810263,96468.684640002175,81396.09168103721,82135.39830603842
Data Scientist,Male,56,3,Masters,Engineering,3,98165,5470,"(53.2,65]",103635,11.49440501533285,8.607033895416027,11.548630389591004,104926.9308158311,119182.38503834725,119655.74236299776
Data Scientist,Female,57,3,Masters,Operations,3,113274,6186,"(53.2,65]",119460,11.637564941423099,8.730043953245016,11.690736866286297,96468.684640002175,110832.94480261556,110043.6200258305
Software Engineer,Male,23,2,Masters,Engineering,3,95754,6596,"[18,29.8]",102350,11.46953768162724,8.794218683679489,11.536153591089436,104926.9308158311,87846.38010247353,87169.76447234332
Data Scientist,Male,27,2,College,Engineering,1,57915,4584,"[18,29.8]",62499,10.966731697366447,8.430327258394575,11.04290583559649,104926.9308158311,91644.68373106429,91107.45876211961
Manager,Male,53,4,College,Sales,2,121506,6122,"(41.5,53.2]",127628,11.707718923259504,8.719644119505357,11.756875061557004,104926.9308158311,116333.65731690418,116702.47164566554
Manager,Male,37,3,Masters,Management,1,121151,5934,"(29.8,41.5]",127085,11.7047929804409,8.688453800850768,11.75261143290375,104926.9308158311,101140.44280254116,100951.69448656036
Marketing Associate,Female,46,3,College,Management,3,86241,5814,"(41.5,53.2]",92055,11.364900981622906,8.668024081118821,11.430141503491306,96468.684640002175,100387.60982399099,100140.70264138815
Data Scientist,Male,40,2,Masters,Management,2,87682,4152,"(29.8,41.5]",91834,11.381471912140672,8.331345424845724,11.427737878408777,104926.9308158311,103989.17052398423,103904.96520389259
Software Engineer,Male,42,2,College,Administration,3,114029,6842,"(41.5,53.2]",120871,11.644208080990921,8.830835365537549,11.702479140170814,104926.9308158311,105888.3223382796,105873.81234878072
IT,Male,43,3,College,Management,1,67323,4680,"(41.5,53.2]",72003,11.117257210591687,8.451053388911692,11.184463063796828,104926.9308158311,106837.89824542729,106858.2359212248
Data Scientist,Male,28,3,High School,Management,2,68049,6660,"[18,29.8]",74709,11.12798331289449,8.803874763534434,11.221355845791255,104926.9308158311,92594.25963821198,92091.88233456369
IT,Male,39,3,High School,Engineering,4,93335,5243,"(29.8,41.5]",98578,11.443950450466698,8.564649132572534,11.498603391962671,104926.9308158311,103039.59461683655,102920.5416314485
Driver,Female,55,3,PhD,Operations,2,100433,5090,"(53.2,65]",105523,11.517246117493563,8.53503310954457,11.566684217616318,96468.684640002175,108933.79298832017,108243.08959229552
Marketing Associate,Female,62,3,PhD,Operations,5,123242,5453,"(53.2,65]",128695,11.721905181076165,8.60392119492606,11.765200542790685,96468.684640002175,115580.824338354,114544.94610966794
Sales Associate,Female,32,2,PhD,Administration,2,87585,6476,"(29.8,41.5]",94061,11.380365029385748,8.775858314797526,11.451698786954326,96468.684640002175,87093.54712392334,87536.98960664333
IT,Female,18,2,Masters,Sales,1,45747,4890,"[18,29.8]",50637,10.730881494783121,8.494947582468917,10.832437813357037,96468.684640002175,73799.48442385571,74933.27657189852
Marketing Associate,Female,41,3,High School,Administration,2,36972,7058,"(29.8,41.5]",44030,10.517916148384668,8.861917004235215,10.6926264987498,96468.684640002175,95639.73028825255,95639.37655755071
Sales Associate,Female,29,3,High School,Management,3,64754,7377,"[18,29.8]",72131,11.078350753715497,8.906122330884303,11.186239189258542,96468.684640002175,84244.8194024803,84836.19395634087
IT,Female,44,2,PhD,Operations,5,132267,5679,"(41.5,53.2]",137946,11.79257788588286,8.644530439877432,11.834617583211992,96468.684640002175,98488.4580096956,98340.17220785317
Driver,Male,53,3,PhD,Administration,3,111043,5838,"(41.5,53.2]",116881,11.617672792666736,8.67214355141406,11.66891160217169,104926.9308158311,116333.65731690418,116702.47164566554
Warehouse Associate,Male,25,2,Masters,Engineering,1,58130,6327,"[18,29.8]",64457,10.970437160695397,8.752581469146884,11.07375361379616,104926.9308158311,89745.5319167689,89138.61161723147
IT,Male,27,3,PhD,Operations,3,90542,7554,"[18,29.8]",98096,11.413569110430094,8.929832503272403,11.49370187000247,104926.9308158311,91644.68373106429,91107.45876211961
Manager,Male,40,2,College,Administration,2,124891,5436,"(29.8,41.5]",130327,11.735196635871276,8.600798775271034,11.777801955768314,104926.9308158311,103989.17052398423,103904.96520389259
Marketing Associate,Female,54,3,PhD,Engineering,5,112507,7460,"(53.2,65]",119967,11.630770720913112,8.917310693197807,11.694971983944749,96468.684640002175,107984.2170811725,107342.82437552806
Marketing Associate,Female,64,4,College,Sales,5,100316,6010,"(53.2,65]",106326,11.51608048266353,8.701180027529253,11.5742651252034,96468.684640002175,117479.97615264938,116345.47654320291
Software Engineer,Male,63,3,PhD,Engineering,2,134757,5944,"(53.2,65]",140701,11.811228435473938,8.690137586397595,11.854392350397763,104926.9308158311,125829.41638838107,126546.70737010628
Manager,Male,42,3,College,Sales,4,125339,6019,"(41.5,53.2]",131358,11.738777345447813,8.70267641154777,11.785681699235392,104926.9308158311,105888.3223382796,105873.81234878072
IT,Female,62,4,College,Management,3,111120,6536,"(53.2,65]",117656,11.618365977428226,8.785080636539838,11.67552039158015,96468.684640002175,115580.824338354,114544.94610966794
Data Scientist,Female,36,3,High School,Operations,3,76523,7122,"(29.8,41.5]",83645,11.245346628222164,8.870943863837724,11.334336931765382,96468.684640002175,90891.8507525141,91138.05047371327
Driver,Female,50,3,College,Operations,2,91160,5863,"(41.5,53.2]",97023,11.42037148335962,8.676416696964216,11.482703342780642,96468.684640002175,104185.91345258174,103741.7635084581
Manager,Male,28,3,College,Sales,2,105795,6179,"[18,29.8]",111974,11.56925853831039,8.72891172506098,11.626021980470766,104926.9308158311,92594.25963821198,92091.88233456369
Financial Analyst,Female,18,2,High School,Operations,2,66935,6508,"[18,29.8]",73443,11.111477278219999,8.780787468338929,11.20426487413325,96468.684640002175,73799.48442385571,74933.27657189852
Sales Associate,Male,19,1,PhD,Management,3,75238,5308,"[18,29.8]",80546,11.22841170145614,8.576970395452099,11.296583728774946,104926.9308158311,84048.07647388277,83232.07018256703
Data Scientist,Female,55,2,Masters,Sales,5,138365,5359,"(53.2,65]",143724,11.837650400010183,8.58653266949485,11.875650072735507,96468.684640002175,108933.79298832017,108243.08959229552
Software Engineer,Male,42,2,College,Management,1,103978,5146,"(41.5,53.2]",109124,11.551934617284555,8.545974992841689,11.600240129296937,104926.9308158311,105888.3223382796,105873.81234878072
IT,Male,65,4,Masters,Sales,5,165229,6506,"(53.2,65]",171735,12.015087669457019,8.780480107033297,12.053707870026022,104926.9308158311,127728.56820267643,128515.55451499444
Warehouse Associate,Male,54,2,Masters,Engineering,4,118322,5224,"(53.2,65]",123546,11.681165000554872,8.561018670956267,11.724368835336202,104926.9308158311,117283.23322405186,117686.89521810962
Graphic Designer,Male,39,2,Masters,Operations,5,106883,5831,"(29.8,41.5]",112714,11.579490057238825,8.670943791222156,11.63260891591524,104926.9308158311,103039.59461683655,102920.5416314485
Marketing Associate,Female,45,2,High School,Management,2,59006,5876,"(41.5,53.2]",64882,10.985394412632534,8.678631537293768,11.080325514454746,96468.684640002175,99438.0339168433,99240.43742462066
Manager,Male,30,1,PhD,Engineering,4,125164,5888,"(29.8,41.5]",131052,11.7373801563645,8.680671660408713,11.783349469985728,104926.9308158311,94493.41145250735,94060.72947945184
Software Engineer,Male,53,4,High School,Operations,1,89225,5751,"(41.5,53.2]",94976,11.398916548358361,8.657129031713755,11.461379507086997,104926.9308158311,116333.65731690418,116702.47164566554
Driver,Male,63,4,High School,Sales,2,101716,5881,"(53.2,65]",107597,11.529939895129358,8.679482094459956,11.586148045280245,104926.9308158311,125829.41638838107,126546.70737010628
Marketing Associate,Female,45,3,Masters,Sales,3,74305,7126,"(41.5,53.2]",81431,11.21593352319267,8.871505346165781,11.30751131487208,96468.684640002175,99438.0339168433,99240.43742462066
Marketing Associate,Female,30,3,Masters,Administration,1,38451,5562,"(29.8,41.5]",44013,10.557139982397933,8.62371303479391,10.692240323807754,96468.684640002175,85194.39530962797,85736.45917310836
Graphic Designer,Female,48,1,High School,Operations,5,113465,3846,"(41.5,53.2]",117311,11.639249698303722,8.254788926148725,11.672583806885903,96468.684640002175,102286.76163828636,101941.23307492312
Sales Associate,Female,27,2,College,Operations,2,66377,5803,"[18,29.8]",72180,11.103105889917028,8.666130304190608,11.18691827819678,96468.684640002175,82345.66758818491,83035.6635228059
Financial Analyst,Male,31,3,PhD,Engineering,1,79142,5445,"(29.8,41.5]",84587,11.27899898629055,8.602453035367061,11.345535869484145,104926.9308158311,95442.98735965503,95045.1530518959
Graphic Designer,Female,20,1,Masters,Operations,4,55569,5236,"[18,29.8]",60805,10.925380770790833,8.56331312702979,11.0154273014151,96468.684640002175,75698.63623815108,76733.8070054335
Graphic Designer,Male,60,4,Masters,Engineering,1,97240,5412,"(53.2,65]",102652,11.48493742843006,8.59637398929068,11.539099905939691,104926.9308158311,122980.68866693799,123593.43665277406
Manager,Female,25,1,Masters,Management,5,119033,6381,"[18,29.8]",125414,11.687156044574468,8.761080103868347,11.739375543692592,96468.684640002175,80446.51577388954,81235.13308927092
Marketing Associate,Female,65,3,Masters,Administration,5,106315,5618,"(53.2,65]",111933,11.574161664440801,8.633731007664188,11.62565575698996,96468.684640002175,118429.55205979706,117245.7417599704
Driver,Male,24,2,College,Engineering,3,81301,5713,"[18,29.8]",87014,11.305913595583258,8.650499558724462,11.37382430423079,104926.9308158311,88795.95600962122,88154.18804478738
Software Engineer,Male,23,1,PhD,Management,2,79462,4673,"[18,29.8]",84135,11.283034198948636,8.449556542700426,11.340177930610547,104926.9308158311,87846.38010247353,87169.76447234332
IT,Female,28,1,PhD,Sales,5,105598,5380,"[18,29.8]",110978,11.567394710681006,8.59044365315583,11.617087262452415,96468.684640002175,83295.2434953326,83935.9287395734
Data Scientist,Male,30,2,College,Operations,3,72497,6452,"(29.8,41.5]",78949,11.191300460676274,8.772145439245099,11.276557353359111,104926.9308158311,94493.41145250735,94060.72947945184
Financial Analyst,Female,23,1,High School,Management,4,78084,5598,"[18,29.8]",83682,11.265540449282984,8.630164670075398,11.33477917958675,96468.684640002175,78547.36395959416,79434.60265573596
Graphic Designer,Male,50,3,Masters,Management,1,84803,5406,"(41.5,53.2]",90209,11.348086198512721,8.595264726836392,11.409884479343704,104926.9308158311,113484.92959546112,113749.20092833332
Graphic Designer,Female,18,2,College,Administration,1,41603,6092,"[18,29.8]",47695,10.63592755903378,8.714731714015052,10.772581849579309,96468.684640002175,73799.48442385571,74933.27657189852
Driver,Female,47,2,Masters,Operations,2,78002,5175,"(41.5,53.2]",83177,11.264489746368644,8.55159461813357,11.328726146284389,96468.684640002175,101337.18573113868,101040.96785815564
Warehouse Associate,Male,56,3,Masters,Administration,2,79274,4618,"(53.2,65]",83892,11.280665485009736,8.43771698991444,11.337285536299985,104926.9308158311,119182.38503834725,119655.74236299776
IT,Male,20,2,PhD,Management,1,49622,5452,"[18,29.8]",55074,10.812189562761608,8.603737792816423,10.916433014447145,104926.9308158311,84997.65238103046,84216.49375501109
Sales Associate,Male,62,3,College,Management,3,129620,5608,"(53.2,65]",135228,11.772362371981707,8.631949428714426,11.81471752174035,104926.9308158311,124879.84048123338,125562.28379766221
Software Engineer,Male,36,2,High School,Administration,4,87848,5166,"(29.8,41.5]",93014,11.383363327277548,8.549853973655786,11.440505298440149,104926.9308158311,100190.86689539347,99967.27091411628
Driver,Male,24,2,College,Management,3,51906,6274,"[18,29.8]",58180,10.857189669408429,8.744169388750624,10.971296932049192,104926.9308158311,88795.95600962122,88154.18804478738
Sales Associate,Female,44,2,High School,Engineering,3,81866,5183,"(41.5,53.2]",87049,11.312839043231381,8.553139318189707,11.374226457479576,96468.684640002175,98488.4580096956,98340.17220785317
Financial Analyst,Male,24,2,PhD,Engineering,3,71590,5845,"[18,29.8]",77435,11.17871067839023,8.67334187390617,11.257194153750275,104926.9308158311,88795.95600962122,88154.18804478738
Warehouse Associate,Male,19,2,High School,Sales,2,63928,4998,"[18,29.8]",68926,11.065512729054298,8.516793111394898,11.140788744310507,104926.9308158311,84048.07647388277,83232.07018256703
Driver,Male,44,4,High School,Administration,4,83333,7113,"(41.5,53.2]",90446,11.330599908168274,8.869679374733515,11.412508266517756,104926.9308158311,107787.47415257499,107842.65949366888
Marketing Associate,Male,49,3,High School,Administration,4,92797,5405,"(41.5,53.2]",98202,11.438169590665538,8.595079730073309,11.494781860733939,104926.9308158311,112535.35368831342,112764.77735588924
Financial Analyst,Male,36,3,PhD,Operations,1,93067,5103,"(29.8,41.5]",98170,11.441074942857721,8.537583881063972,11.494455948686568,104926.9308158311,100190.86689539347,99967.27091411628
Graphic Designer,Male,22,2,High School,Sales,3,72422,5697,"[18,29.8]",78119,11.190265399618774,8.647694999480395,11.265988584089431,104926.9308158311,86896.80419532585,86185.34089989925
Driver,Male,59,3,College,Operations,3,120159,4265,"(53.2,65]",124424,11.696571144726315,8.35819745992578,11.731450366724395,104926.9308158311,122031.1127597903,122609.01308032998
Data Scientist,Female,39,3,Masters,Operations,3,91711,6775,"(29.8,41.5]",98486,11.426397607429863,8.820994645747902,11.497669685078778,96468.684640002175,93740.57847395717,93838.84612401575
Marketing Associate,Female,50,3,Masters,Sales,5,93805,6044,"(41.5,53.2]",99849,11.448973438477712,8.70682132339263,11.511414323771277,96468.684640002175,104185.91345258174,103741.7635084581
Marketing Associate,Female,58,3,Masters,Operations,5,109931,5878,"(53.2,65]",115809,11.607608175229434,8.678971846978863,11.659697561308226,96468.684640002175,111782.52070976325,110943.885242598
Marketing Associate,Female,42,2,College,Administration,5,88365,4668,"(41.5,53.2]",93033,11.389231242623897,8.448485993406447,11.440709547904705,96468.684640002175,96589.30619540023,96539.6417743182
